≥‚/ø˘/¿œ,√¯¡§º“∏Ì_DAY,∫∏ªÛ∑˘ºˆ¿ß_DAY,∫∏«œ∑˘ºˆ¿ß_DAY,¿Ø¿‘∑Æ_DAY,¿˙ºˆ∑Æ_DAY,∞¯øÎ∑Æ_DAY,√—πÊ∑˘∑Æ_DAY
2021-11-09,«’√µ°§√¢≥Á∫∏,8.820,3.650,51.422, ,206.019,215.542
2021-11-08,«’√µ°§√¢≥Á∫∏,8.910,3.960,52.245, ,169.115,143.721
2021-11-07,«’√µ°§√¢≥Á∫∏,8.670,3.250,50.051, ,111.001,116.291
2021-11-06,«’√µ°§√¢≥Á∫∏,8.720,3.330,50.508, ,144.246,152.711
2021-11-05,«’√µ°§√¢≥Á∫∏,8.800,3.590,51.239, ,165.864,163.748
2021-11-04,«’√µ°§√¢≥Á∫∏,8.780,3.570,51.056, ,63.631,66.805
2021-11-03,«’√µ°§√¢≥Á∫∏,8.810,3.300,51.331, ,95.803,89.455
2021-11-02,«’√µ°§√¢≥Á∫∏,8.750,3.520,50.782, ,120.841,122.957
2021-11-01,«’√µ°§√¢≥Á∫∏,8.770,2.970,50.965, ,104.345,100.113
2021-10-31,«’√µ°§√¢≥Á∫∏,8.730,3.170,50.599, ,122.101,128.449
2021-10-30,«’√µ°§√¢≥Á∫∏,8.790,2.850,51.148, ,62.151,64.267
2021-10-29,«’√µ°§√¢≥Á∫∏,8.810,2.900,51.331, ,81.819,71.238
2021-10-28,«’√µ°§√¢≥Á∫∏,8.710,2.920,50.416, ,78.996,80.054
2021-10-27,«’√µ°§√¢≥Á∫∏,8.720,3.170,50.508, ,108.316,127.361
2021-10-26,«’√µ°§√¢≥Á∫∏,8.900,2.890,52.153, ,93.681,78.868
2021-10-25,«’√µ°§√¢≥Á∫∏,8.760,3.090,50.874, ,103.490,119.361
2021-10-24,«’√µ°§√¢≥Á∫∏,8.910,2.910,52.245, ,97.948,79.961
2021-10-23,«’√µ°§√¢≥Á∫∏,8.740,3.180,50.691, ,103.246,115.943
2021-10-22,«’√µ°§√¢≥Á∫∏,8.860,3.090,51.788, ,119.024,122.198
2021-10-21,«’√µ°§√¢≥Á∫∏,8.890,2.900,52.062, ,134.005,122.366
2021-10-20,«’√µ°§√¢≥Á∫∏,8.780,3.300,51.056, ,175.581,176.639
2021-10-19,«’√µ°§√¢≥Á∫∏,8.790,3.530,51.148, ,219.537,213.189
2021-10-18,«’√µ°§√¢≥Á∫∏,8.730,3.570,50.599, ,218.400,218.400
2021-10-17,«’√µ°§√¢≥Á∫∏,8.730,3.900,50.599, ,282.720,292.243
2021-10-16,«’√µ°§√¢≥Á∫∏,8.820,3.530,51.422, ,233.575,233.575
2021-10-15,«’√µ°§√¢≥Á∫∏,8.820,3.850,51.422, ,171.218,178.625
2021-10-14,«’√µ°§√¢≥Á∫∏,8.890,3.000,52.062, ,106.404,94.765
2021-10-13,«’√µ°§√¢≥Á∫∏,8.780,3.080,51.056, ,179.865,189.388
2021-10-12,«’√µ°§√¢≥Á∫∏,8.870,3.700,51.879, ,199.056,193.766
2021-10-11,«’√µ°§√¢≥Á∫∏,8.820,3.390,51.422, ,161.462,163.578
2021-10-10,«’√µ°§√¢≥Á∫∏,8.840,2.960,51.605, ,84.667,74.086
2021-10-09,«’√µ°§√¢≥Á∫∏,8.740,3.280,50.691, ,113.078,123.659
2021-10-08,«’√µ°§√¢≥Á∫∏,8.840,2.930,51.605, ,100.482,98.366
2021-10-07,«’√µ°§√¢≥Á∫∏,8.820,2.950,51.422, ,105.952,143.077
2021-10-06,«’√µ°§√¢≥Á∫∏,9.180,3.010,54.630, ,153.207,125.605
2021-10-05,«’√µ°§√¢≥Á∫∏,8.910,2.970,52.245, ,128.706,126.590
2021-10-04,«’√µ°§√¢≥Á∫∏,8.890,2.960,52.062, ,124.112,102.950
2021-10-03,«’√µ°§√¢≥Á∫∏,8.690,3.310,50.234, ,174.823,191.752
2021-10-02,«’√µ°§√¢≥Á∫∏,8.850,3.530,51.696, ,188.438,189.496
2021-10-01,«’√µ°§√¢≥Á∫∏,8.860,3.490,51.788, ,273.613,279.961
2021-09-30,«’√µ°§√¢≥Á∫∏,8.920,3.830,52.336, ,252.626,248.394
2021-09-29,«’√µ°§√¢≥Á∫∏,8.880,3.410,51.971, ,228.063,215.366
2021-09-28,«’√µ°§√¢≥Á∫∏,8.760,3.380,50.874, ,125.030,126.088
2021-09-27,«’√µ°§√¢≥Á∫∏,8.770,3.250,50.965, ,143.108,136.760
2021-09-26,«’√µ°§√¢≥Á∫∏,8.710,3.660,50.416, ,169.717,176.065
2021-09-25,«’√µ°§√¢≥Á∫∏,8.770,3.640,50.965, ,192.546,194.662
2021-09-24,«’√µ°§√¢≥Á∫∏,8.790,3.670,51.148, ,224.811,226.927
2021-09-23,«’√µ°§√¢≥Á∫∏,8.810,3.880,51.331, ,213.071,207.781
2021-09-22,«’√µ°§√¢≥Á∫∏,8.760,3.910,50.874, ,295.499,305.022
2021-09-21,«’√µ°§√¢≥Á∫∏,8.850,3.670,51.696, ,255.245,246.780
2021-09-20,«’√µ°§√¢≥Á∫∏,8.770,3.480,50.965, ,238.148,242.380
2021-09-19,«’√µ°§√¢≥Á∫∏,8.810,3.360,51.331, ,252.425,255.599
2021-09-18,«’√µ°§√¢≥Á∫∏,8.840,3.500,51.605, ,397.046,380.117
2021-09-17,«’√µ°§√¢≥Á∫∏,8.680,5.070,50.142, ,432.997,453.100
2021-09-16,«’√µ°§√¢≥Á∫∏,8.870,3.370,51.879, ,213.094,202.513
2021-09-15,«’√µ°§√¢≥Á∫∏,8.770,3.350,50.965, ,196.524,190.176
2021-09-14,«’√µ°§√¢≥Á∫∏,8.710,3.900,50.416, ,219.124,227.589
2021-09-13,«’√µ°§√¢≥Á∫∏,8.790,3.800,51.148, ,171.248,187.119
2021-09-12,«’√µ°§√¢≥Á∫∏,8.940,4.360,52.519, ,328.155,308.052
2021-09-11,«’√µ°§√¢≥Á∫∏,8.750,3.910,50.782, ,279.147,289.728
2021-09-10,«’√µ°§√¢≥Á∫∏,8.850,3.940,51.696, ,291.459,271.356
2021-09-09,«’√µ°§√¢≥Á∫∏,8.660,4.250,49.959, ,490.688,516.082
2021-09-08,«’√µ°§√¢≥Á∫∏,8.900,4.670,52.153, ,549.485,557.950
2021-09-07,«’√µ°§√¢≥Á∫∏,8.980,5.280,52.885, ,465.606,456.083
2021-09-06,«’√µ°§√¢≥Á∫∏,8.890,4.200,52.062, ,370.899,375.131
2021-09-05,«’√µ°§√¢≥Á∫∏,8.930,4.520,52.428, ,496.053,478.066
2021-09-04,«’√µ°§√¢≥Á∫∏,8.760,4.590,50.874, ,692.547,690.431
2021-09-03,«’√µ°§√¢≥Á∫∏,8.740,5.520,50.691, ,1194.644,1228.180
2021-09-02,«’√µ°§√¢≥Á∫∏,9.060,7.640,53.588, ,2819.223,2833.285
2021-09-01,«’√µ°§√¢≥Á∫∏,9.200,7.430,54.803, ,1129.155,1091.080
2021-08-31,«’√µ°§√¢≥Á∫∏,8.830,4.670,51.513, ,595.931,589.583
2021-08-30,«’√µ°§√¢≥Á∫∏,8.770,4.650,50.965, ,843.884,860.813
2021-08-29,«’√µ°§√¢≥Á∫∏,8.930,5.340,52.428, ,901.619,878.341
2021-08-28,«’√µ°§√¢≥Á∫∏,8.710,5.630,50.416, ,1077.840,1112.542
2021-08-27,«’√µ°§√¢≥Á∫∏,9.040,5.810,53.415, ,932.137,927.061
2021-08-26,«’√µ°§√¢≥Á∫∏,8.990,6.210,52.976, ,1498.068,1579.015
2021-08-25,«’√µ°§√¢≥Á∫∏,9.740,8.570,59.970, ,3353.579,3577.737
2021-08-24,«’√µ°§√¢≥Á∫∏,11.480,11.120,79.337, ,2726.022,2425.993
2021-08-23,«’√µ°§√¢≥Á∫∏,9.040,5.480,53.415, ,414.953,402.471
2021-08-22,«’√µ°§√¢≥Á∫∏,8.920,4.460,52.336, ,450.824,474.355
2021-08-21,«’√µ°§√¢≥Á∫∏,9.150,4.360,54.369, ,287.120,276.072
2021-08-20,«’√µ°§√¢≥Á∫∏,9.040,2.960,53.415, ,124.255,113.889
2021-08-19,«’√µ°§√¢≥Á∫∏,8.940,3.680,52.519, ,159.888,152.481
2021-08-18,«’√µ°§√¢≥Á∫∏,8.870,3.440,51.879, ,142.193,136.903
2021-08-17,«’√µ°§√¢≥Á∫∏,8.820,3.240,51.422, ,181.756,196.569
2021-08-16,«’√µ°§√¢≥Á∫∏,8.960,3.580,52.702, ,186.652,183.478
2021-08-15,«’√µ°§√¢≥Á∫∏,8.930,3.450,52.428, ,158.237,149.772
2021-08-14,«’√µ°§√¢≥Á∫∏,8.850,3.530,51.696, ,243.918,250.266
2021-08-13,«’√µ°§√¢≥Á∫∏,8.910,3.570,52.245, ,212.604,205.197
2021-08-12,«’√µ°§√¢≥Á∫∏,8.840,3.820,51.605, ,277.356,290.053
2021-08-11,«’√µ°§√¢≥Á∫∏,8.960,4.530,52.702, ,351.947,415.053
2021-08-10,«’√µ°§√¢≥Á∫∏,9.570,3.990,58.154, ,314.302,241.674
2021-08-09,«’√µ°§√¢≥Á∫∏,8.870,3.490,51.879, ,238.131,239.189
2021-08-08,«’√µ°§√¢≥Á∫∏,8.880,4.100,51.971, ,324.462,329.752
2021-08-07,«’√µ°§√¢≥Á∫∏,8.930,3.660,52.428, ,156.552,143.855
2021-08-06,«’√µ°§√¢≥Á∫∏,8.810,3.490,51.331, ,135.037,149.850
2021-08-05,«’√µ°§√¢≥Á∫∏,8.950,3.430,52.611, ,175.047,162.350
2021-08-04,«’√µ°§√¢≥Á∫∏,8.830,3.930,51.513, ,265.954,263.838
2021-08-03,«’√µ°§√¢≥Á∫∏,8.810,3.860,51.331, ,400.223,405.513
2021-08-02,«’√µ°§√¢≥Á∫∏,8.860,4.460,51.788, ,333.483,339.831
2021-08-01,«’√µ°§√¢≥Á∫∏,8.920,4.000,52.336, ,147.265,136.684
2021-07-31,«’√µ°§√¢≥Á∫∏,8.820,3.380,51.422, ,78.088,72.798
2021-07-30,«’√µ°§√¢≥Á∫∏,8.770,3.350,50.965, ,105.342,116.981
2021-07-29,«’√µ°§√¢≥Á∫∏,8.880,3.120,51.971, ,121.291,112.826
2021-07-28,«’√µ°§√¢≥Á∫∏,8.800,3.880,51.239, ,78.096,71.748
2021-07-27,«’√µ°§√¢≥Á∫∏,8.740,3.140,50.691, ,117.089,130.844
2021-07-26,«’√µ°§√¢≥Á∫∏,8.870,3.040,51.879, ,95.332,115.113
2021-07-25,«’√µ°§√¢≥Á∫∏,9.060,3.380,53.588, ,119.748,126.779
2021-07-24,«’√µ°§√¢≥Á∫∏,9.130,3.170,54.196, ,134.949,159.055
2021-07-23,«’√µ°§√¢≥Á∫∏,9.370,3.400,56.278, ,146.998,169.945
2021-07-22,«’√µ°§√¢≥Á∫∏,9.580,3.400,58.261, ,150.034,167.341
2021-07-21,«’√µ°§√¢≥Á∫∏,9.720,4.250,59.756, ,338.907,353.741
2021-07-20,«’√µ°§√¢≥Á∫∏,9.840,3.710,61.038, ,332.696,342.586
2021-07-19,«’√µ°§√¢≥Á∫∏,9.920,4.130,61.893, ,358.306,360.778
2021-07-18,«’√µ°§√¢≥Á∫∏,9.940,4.130,62.106, ,342.835,331.709
2021-07-17,«’√µ°§√¢≥Á∫∏,9.850,4.130,61.145, ,336.631,345.284
2021-07-16,«’√µ°§√¢≥Á∫∏,9.920,3.920,61.893, ,329.484,331.956
2021-07-15,«’√µ°§√¢≥Á∫∏,9.940,4.240,62.106, ,414.771,406.118
2021-07-14,«’√µ°§√¢≥Á∫∏,9.870,4.520,61.358, ,487.632,485.160
2021-07-13,«’√µ°§√¢≥Á∫∏,9.850,4.280,61.145, ,655.379,646.726
2021-07-12,«’√µ°§√¢≥Á∫∏,9.780,5.420,60.397, ,853.719,866.081
2021-07-11,«’√µ°§√¢≥Á∫∏,9.880,7.730,61.465, ,1013.947,1010.238
2021-07-10,«’√µ°§√¢≥Á∫∏,9.850,6.280,61.145, ,791.958,795.667
2021-07-09,«’√µ°§√¢≥Á∫∏,9.880,6.990,61.465, ,1769.725,1842.966
2021-07-08,«’√µ°§√¢≥Á∫∏,10.350,9.810,67.793, ,2060.693,1944.185
2021-07-07,«’√µ°§√¢≥Á∫∏,9.530,8.210,57.727, ,1121.640,1161.199
2021-07-06,«’√µ°§√¢≥Á∫∏,9.850,5.370,61.145, ,570.555,570.555
2021-07-05,«’√µ°§√¢≥Á∫∏,9.850,4.330,61.145, ,348.985,341.568
2021-07-04,«’√µ°§√¢≥Á∫∏,9.790,3.820,60.504, ,382.848,392.738
2021-07-03,«’√µ°§√¢≥Á∫∏,9.870,4.060,61.358, ,149.823,148.587
2021-07-02,«’√µ°§√¢≥Á∫∏,9.860,3.070,61.586, ,150.337,140.234
2021-07-01,«’√µ°§√¢≥Á∫∏,9.840,3.200,61.038, ,144.125,178.923
2021-06-30,«’√µ°§√¢≥Á∫∏,10.090,3.710,64.045, ,234.374,274.424
2021-06-29,«’√µ°§√¢≥Á∫∏,10.330,3.890,67.505, ,235.337,238.674
2021-06-28,«’√µ°§√¢≥Á∫∏,10.350,3.480,67.793, ,244.288,249.294
2021-06-27,«’√µ°§√¢≥Á∫∏,10.380,3.480,68.226, ,212.411,217.417
2021-06-26,«’√µ°§√¢≥Á∫∏,10.410,3.220,68.658, ,174.731,181.406
2021-06-25,«’√µ°§√¢≥Á∫∏,10.450,3.390,69.235, ,202.720,194.376
2021-06-24,«’√µ°§√¢≥Á∫∏,10.400,3.640,68.514, ,229.750,224.744
2021-06-23,«’√µ°§√¢≥Á∫∏,10.370,3.850,68.082, ,235.610,255.635
2021-06-22,«’√µ°§√¢≥Á∫∏,10.490,3.530,69.812, ,272.962,276.749
2021-06-21,«’√µ°§√¢≥Á∫∏,10.520,3.520,70.139, ,250.255,244.799
2021-06-20,«’√µ°§√¢≥Á∫∏,10.480,3.460,69.668, ,179.308,165.958
2021-06-19,«’√µ°§√¢≥Á∫∏,10.400,3.260,68.514, ,208.010,226.816
2021-06-18,«’√µ°§√¢≥Á∫∏,10.520,3.540,70.139, ,253.371,229.559
2021-06-17,«’√µ°§√¢≥Á∫∏,10.370,3.450,68.082, ,217.378,230.728
2021-06-16,«’√µ°§√¢≥Á∫∏,10.450,3.690,69.235, ,175.939,195.936
2021-06-15,«’√µ°§√¢≥Á∫∏,10.610,3.810,70.963, ,241.481,223.153
2021-06-14,«’√µ°§√¢≥Á∫∏,10.460,3.160,69.379, ,201.426,148.026
2021-06-13,«’√µ°§√¢≥Á∫∏,10.140,3.990,64.766, ,253.969,319.341
2021-06-12,«’√µ°§√¢≥Á∫∏,10.550,3.610,70.414, ,294.727,311.677
2021-06-11,«’√µ°§√¢≥Á∫∏,10.710,4.050,71.878, ,282.738,263.670
2021-06-10,«’√µ°§√¢≥Á∫∏,10.530,3.410,70.231, ,198.333,200.452
2021-06-09,«’√µ°§√¢≥Á∫∏,10.550,3.490,70.414, ,133.217,107.895
2021-06-08,«’√µ°§√¢≥Á∫∏,10.380,3.040,68.226, ,171.500,174.837
2021-06-07,«’√µ°§√¢≥Á∫∏,10.400,3.370,68.514, ,254.826,246.482
2021-06-06,«’√µ°§√¢≥Á∫∏,10.350,3.390,67.793, ,288.815,295.490
2021-06-05,«’√µ°§√¢≥Á∫∏,10.390,4.180,68.370, ,382.208,393.889
2021-06-04,«’√µ°§√¢≥Á∫∏,10.460,4.010,69.379, ,410.526,393.838
2021-06-03,«’√µ°§√¢≥Á∫∏,10.360,3.970,67.937, ,165.426,165.426
2021-06-02,«’√µ°§√¢≥Á∫∏,10.360,3.010,67.937, ,134.048,145.729
2021-06-01,«’√µ°§√¢≥Á∫∏,10.430,3.890,68.947, ,237.960,244.635
2021-05-31,«’√µ°§√¢≥Á∫∏,10.470,4.000,69.523, ,230.947,195.903
2021-05-30,«’√µ°§√¢≥Á∫∏,10.260,3.540,66.496, ,249.455,226.092
2021-05-29,«’√µ°§√¢≥Á∫∏,10.120,3.550,64.477, ,282.642,256.436
2021-05-28,«’√µ°§√¢≥Á∫∏,9.950,4.320,62.213, ,251.933,271.464
2021-05-27,«’√µ°§√¢≥Á∫∏,10.080,3.850,63.900, ,243.013,186.396
2021-05-26,«’√µ°§√¢≥Á∫∏,9.650,3.130,59.009, ,105.701,71.088
2021-05-25,«’√µ°§√¢≥Á∫∏,9.340,3.570,56.018, ,191.166,174.091
2021-05-24,«’√µ°§√¢≥Á∫∏,9.170,3.550,54.543, ,244.660,251.691
2021-05-23,«’√µ°§√¢≥Á∫∏,9.240,4.120,55.150, ,232.423,231.419
2021-05-22,«’√µ°§√¢≥Á∫∏,9.230,4.080,55.064, ,266.716,260.690
2021-05-21,«’√µ°§√¢≥Á∫∏,9.170,4.150,54.543, ,320.548,333.605
2021-05-20,«’√µ°§√¢≥Á∫∏,9.300,4.560,55.671, ,292.822,291.818
2021-05-19,«’√µ°§√¢≥Á∫∏,9.290,4.430,55.584, ,267.658,268.662
2021-05-18,«’√µ°§√¢≥Á∫∏,9.300,3.880,55.671, ,412.366,400.313
2021-05-17,«’√µ°§√¢≥Á∫∏,9.180,5.500,54.630, ,595.209,606.257
2021-05-16,«’√µ°§√¢≥Á∫∏,9.290,4.930,55.584, ,208.237,203.215
2021-05-15,«’√µ°§√¢≥Á∫∏,9.240,3.770,55.150, ,98.817,99.821
2021-05-14,«’√µ°§√¢≥Á∫∏,9.250,3.740,55.237, ,72.069,61.021
2021-05-13,«’√µ°§√¢≥Á∫∏,9.140,3.630,54.283, ,86.054,101.120
2021-05-12,«’√µ°§√¢≥Á∫∏,9.290,3.860,55.584, ,133.209,127.183
2021-05-11,«’√µ°§√¢≥Á∫∏,9.230,3.670,55.064, ,66.257,70.275
2021-05-10,«’√µ°§√¢≥Á∫∏,9.270,3.700,55.411, ,66.043,69.056
2021-05-09,«’√µ°§√¢≥Á∫∏,9.300,3.680,55.671, ,72.867,65.836
2021-05-08,«’√µ°§√¢≥Á∫∏,9.230,3.650,55.064, ,72.520,87.586
2021-05-07,«’√µ°§√¢≥Á∫∏,9.380,3.690,56.365, ,94.377,79.311
2021-05-06,«’√µ°§√¢≥Á∫∏,9.230,3.770,55.064, ,91.581,105.643
2021-05-05,«’√µ°§√¢≥Á∫∏,9.370,3.750,56.278, ,111.595,98.538
2021-05-04,«’√µ°§√¢≥Á∫∏,9.240,4.000,55.150, ,75.820,85.864
2021-05-03,«’√µ°§√¢≥Á∫∏,9.340,3.970,56.018, ,65.466,57.431
2021-05-02,«’√µ°§√¢≥Á∫∏,9.260,4.010,55.324, ,67.609,67.609
2021-05-01,«’√µ°§√¢≥Á∫∏,9.260,4.220,55.324, ,68.371,72.389
2021-04-30,«’√µ°§√¢≥Á∫∏,9.300,4.400,55.671, ,75.547,65.503
2021-04-29,«’√µ°§√¢≥Á∫∏,9.200,4.400,54.803, ,58.291,63.313
2021-04-28,«’√µ°§√¢≥Á∫∏,9.250,4.340,55.237, ,62.959,70.994
2021-04-27,«’√µ°§√¢≥Á∫∏,9.330,4.370,55.931, ,75.832,69.806
2021-04-26,«’√µ°§√¢≥Á∫∏,9.270,4.370,55.411, ,44.444,41.431
2021-04-25,«’√µ°§√¢≥Á∫∏,9.240,4.360,55.150, ,26.959,25.955
2021-04-24,«’√µ°§√¢≥Á∫∏,9.230,4.340,55.064, ,30.757,32.766
2021-04-23,«’√µ°§√¢≥Á∫∏,9.250,4.290,55.237, ,62.377,56.351
2021-04-22,«’√µ°§√¢≥Á∫∏,9.190,4.360,54.716, ,84.943,83.939
2021-04-21,«’√µ°§√¢≥Á∫∏,9.180,4.290,54.630, ,85.096,93.131
2021-04-20,«’√µ°§√¢≥Á∫∏,9.260,4.390,55.324, ,103.212,110.243
2021-04-19,«’√µ°§√¢≥Á∫∏,9.330,4.430,55.931, ,116.532,110.506
2021-04-18,«’√µ°§√¢≥Á∫∏,9.270,4.460,55.411, ,121.405,123.414
2021-04-17,«’√µ°§√¢≥Á∫∏,9.290,4.460,55.584, ,127.455,125.446
2021-04-16,«’√µ°§√¢≥Á∫∏,9.270,4.470,55.411, ,138.413,141.426
2021-04-15,«’√µ°§√¢≥Á∫∏,9.300,4.490,55.671, ,90.060,85.038
2021-04-14,«’√µ°§√¢≥Á∫∏,9.250,4.500,55.237, ,151.356,153.365
2021-04-13,«’√µ°§√¢≥Á∫∏,9.270,4.500,55.411, ,188.761,183.739
2021-04-12,«’√µ°§√¢≥Á∫∏,9.220,4.470,54.977, ,129.206,137.241
2021-04-11,«’√µ°§√¢≥Á∫∏,9.300,4.450,55.671, ,131.568,123.533
2021-04-10,«’√µ°§√¢≥Á∫∏,9.220,4.430,54.977, ,143.115,158.181
2021-04-09,«’√µ°§√¢≥Á∫∏,9.370,4.390,56.278, ,132.755,132.755
2021-04-08,«’√µ°§√¢≥Á∫∏,9.370,4.580,56.278, ,207.711,206.707
2021-04-07,«’√µ°§√¢≥Á∫∏,9.360,4.530,56.192, ,223.277,223.277
2021-04-06,«’√µ°§√¢≥Á∫∏,9.360,4.990,56.192, ,386.187,370.117
2021-04-05,«’√µ°§√¢≥Á∫∏,9.200,5.560,54.803, ,771.525,791.613
2021-04-04,«’√µ°§√¢≥Á∫∏,9.400,5.480,56.539, ,504.675,497.644
2021-04-03,«’√µ°§√¢≥Á∫∏,9.330,4.650,55.931, ,120.825,111.785
2021-04-02,«’√µ°§√¢≥Á∫∏,9.240,4.680,55.150, ,100.873,100.873
2021-04-01,«’√µ°§√¢≥Á∫∏,9.240,4.700,55.150, ,99.788,95.770
2021-03-31,«’√µ°§√¢≥Á∫∏,9.200,4.940,54.803, ,134.763,149.829
2021-03-30,«’√µ°§√¢≥Á∫∏,9.350,5.090,56.105, ,135.916,120.850
2021-03-29,«’√µ°§√¢≥Á∫∏,9.200,4.930,54.803, ,149.138,160.186
2021-03-28,«’√µ°§√¢≥Á∫∏,9.310,5.080,55.758, ,151.207,146.185
2021-03-27,«’√µ°§√¢≥Á∫∏,9.260,4.940,55.324, ,80.443,76.425
2021-03-26,«’√µ°§√¢≥Á∫∏,9.220,4.840,54.977,14.979,61.162,61.162
2021-03-25,«’√µ°§√¢≥Á∫∏,9.220,4.890,54.977,14.979,57.851,57.851
2021-03-24,«’√µ°§√¢≥Á∫∏,9.220,4.850,54.977, ,64.293,70.319
2021-03-23,«’√µ°§√¢≥Á∫∏,9.280,4.890,55.497, ,73.551,66.520
2021-03-22,«’√µ°§√¢≥Á∫∏,9.210,4.830,54.890, ,71.886,77.912
2021-03-21,«’√µ°§√¢≥Á∫∏,9.270,4.860,55.411,14.545,89.328,82.297
2021-03-20,«’√µ°§√¢≥Á∫∏,9.200,4.850,54.803,15.153,86.620,90.638
2021-03-19,«’√µ°§√¢≥Á∫∏,9.240,4.890,55.150, ,67.349,67.349
2021-03-18,«’√µ°§√¢≥Á∫∏,9.240,4.870,55.150, ,49.039,47.030
2021-03-17,«’√µ°§√¢≥Á∫∏,9.220,4.860,54.977, ,87.027,91.045
2021-03-16,«’√µ°§√¢≥Á∫∏,9.260,5.040,55.324, ,133.685,133.685
2021-03-15,«’√µ°§√¢≥Á∫∏,9.260,4.950,55.324, ,96.573,95.569
2021-03-14,«’√µ°§√¢≥Á∫∏,9.250,4.830,55.237, ,107.898,108.902
2021-03-13,«’√µ°§√¢≥Á∫∏,9.260,4.910,55.324, ,128.775,127.771
2021-03-12,«’√µ°§√¢≥Á∫∏,9.250,5.030,55.237, ,131.565,128.552
2021-03-11,«’√µ°§√¢≥Á∫∏,9.220,4.960,54.977, ,54.616,57.629
2021-03-10,«’√µ°§√¢≥Á∫∏,9.250,4.980,55.237, ,97.325,96.321
2021-03-09,«’√µ°§√¢≥Á∫∏,9.240,4.970,55.150,14.806,105.571,112.602
2021-03-08,«’√µ°§√¢≥Á∫∏,9.310,5.020,55.758, ,84.418,102.497
2021-03-07,«’√µ°§√¢≥Á∫∏,9.490,4.950,57.320, ,88.461,78.417
2021-03-06,«’√µ°§√¢≥Á∫∏,9.390,5.010,56.452, ,85.812,78.781
2021-03-05,«’√µ°§√¢≥Á∫∏,9.320,4.900,55.845, ,123.924,123.924
2021-03-04,«’√µ°§√¢≥Á∫∏,9.320,4.930,55.845, ,188.416,182.390
2021-03-03,«’√µ°§√¢≥Á∫∏,9.260,5.260,55.324, ,338.253,379.665
2021-03-02,«’√µ°§√¢≥Á∫∏,9.640,5.160,58.902, ,201.715,167.333
2021-03-01,«’√µ°§√¢≥Á∫∏,9.330,4.830,55.931, ,60.362,49.314
2021-02-28,«’√µ°§√¢≥Á∫∏,9.220,4.870,54.977, ,48.211,60.264
2021-02-27,«’√µ°§√¢≥Á∫∏,9.340,4.840,56.018, ,52.158,55.171
2021-02-26,«’√µ°§√¢≥Á∫∏,9.370,4.820,56.278, ,75.808,64.760
2021-02-25,«’√µ°§√¢≥Á∫∏,9.260,4.840,55.324, ,49.087,46.074
2021-02-24,«’√µ°§√¢≥Á∫∏,9.230,4.860,55.064, ,57.580,61.598
2021-02-23,«’√µ°§√¢≥Á∫∏,9.270,4.820,55.411, ,65.433,65.433
2021-02-22,«’√µ°§√¢≥Á∫∏,9.270,4.880,55.411, ,30.814,30.814
2021-02-21,«’√µ°§√¢≥Á∫∏,9.270,4.820,55.411, ,37.804,39.813
2021-02-20,«’√µ°§√¢≥Á∫∏,9.290,4.820,55.584, ,52.857,46.831
2021-02-19,«’√µ°§√¢≥Á∫∏,9.230,4.850,55.064, ,32.795,31.791
2021-02-18,«’√µ°§√¢≥Á∫∏,9.220,4.890,54.977, ,54.284,54.284
2021-02-17,«’√µ°§√¢≥Á∫∏,9.220,4.880,54.977, ,67.022,72.044
2021-02-16,«’√µ°§√¢≥Á∫∏,9.270,4.930,55.411, ,81.716,79.707
2021-02-15,«’√µ°§√¢≥Á∫∏,9.250,4.930,55.237, ,69.402,67.393
2021-02-14,«’√µ°§√¢≥Á∫∏,9.230,4.990,55.064, ,28.704,14.642
2021-02-13,«’√µ°§√¢≥Á∫∏,9.090,4.940,53.849, ,28.340,0.255
2021-02-12,«’√µ°§√¢≥Á∫∏,8.820,4.890,51.422, ,47.869,0.255
2021-02-11,«’√µ°§√¢≥Á∫∏,8.370,4.920,47.308, ,25.712,14.073
2021-02-10,«’√µ°§√¢≥Á∫∏,8.250,4.960,46.211, ,27.175,27.175
2021-02-09,«’√µ°§√¢≥Á∫∏,8.250,4.940,46.211, ,38.892,24.079
2021-02-08,«’√µ°§√¢≥Á∫∏,8.110,4.930,44.931, ,28.294,3.573
2021-02-07,«’√µ°§√¢≥Á∫∏,7.870,4.950,42.795, ,19.376,0.255
2021-02-06,«’√µ°§√¢≥Á∫∏,7.680,4.910,41.143, ,17.363,0.255
2021-02-05,«’√µ°§√¢≥Á∫∏,7.510,4.910,39.665, ,18.369,0.255
2021-02-04,«’√µ°§√¢≥Á∫∏,7.330,4.910,38.100, ,28.231,15.148
2021-02-03,«’√µ°§√¢≥Á∫∏,7.200,4.980,36.970, ,61.886,28.293
2021-02-02,«’√µ°§√¢≥Á∫∏,6.860,4.950,34.067, ,67.406,27.009
2021-02-01,«’√µ°§√¢≥Á∫∏,6.440,4.930,30.577, ,84.439,47.890
2021-01-31,«’√µ°§√¢≥Á∫∏,6.060,4.920,27.419, ,88.226,15.522
2021-01-30,«’√µ°§√¢≥Á∫∏,5.270,4.920,21.138, ,30.672,18.752
2021-01-29,«’√µ°§√¢≥Á∫∏,5.140,5.050,20.108, ,100.460,102.294
2021-01-28,«’√µ°§√¢≥Á∫∏,5.160,4.860,20.266, ,25.020,26.854
2021-01-27,«’√µ°§√¢≥Á∫∏,5.180,4.900,20.425, ,93.319,73.536
