,´ï¹æ·ù·®_DAY,´ïÀ¯ÀÔ·®_DAY
2014-07-17,0.33,0.33
2014-07-18,0.33,0.33
2014-07-19,0.33,0.33
2014-07-20,0.33,0.33
2014-07-21,0.33,0.33
2014-07-22,0.33,0.33
2014-07-23,0.33,0.33
2014-07-24,0.29,0.29
2014-07-25,0.33,0.33
2014-07-26,0.33,0.33
2014-07-27,0.33,0.33
2014-07-28,0.33,0.33
2014-07-29,0.33,0.33
2014-07-30,0.33,0.33
2014-07-31,0.33,0.33
2014-08-01,0.33,0.33
2014-08-02,0.33,0.33
2014-08-03,0.33,0.33
2014-08-04,0.33,0.33
2014-08-05,0.33,0.33
2014-08-06,0.33,0.33
2014-08-07,0.33,0.33
2014-08-08,0.33,17.81
2014-08-09,0.33,0.33
2014-08-10,0.33,0.33
2014-08-11,0.33,0.33
2014-08-12,0.33,0.33
2014-08-13,0.33,1.0
2014-08-14,0.33,3.51
2014-08-15,0.33,4.66
2014-08-16,0.33,2.52
2014-08-17,0.33,1.68
2014-08-18,0.33,25.52
2014-08-19,0.33,12.12
2014-08-20,0.33,4.43
2014-08-21,0.33,10.46
2014-08-22,0.33,4.54
2014-08-23,0.33,2.04
2014-08-24,0.33,1.28
2014-08-25,0.33,11.42
2014-08-26,0.33,6.98
2014-08-27,0.33,2.67
2014-08-28,0.33,1.67
2014-08-29,0.33,1.16
2014-08-30,0.33,0.85
2014-08-31,0.33,0.64
2014-09-01,0.33,0.54
2014-09-02,0.33,0.43
2014-09-03,0.33,0.33
2014-09-04,0.33,0.33
2014-09-05,0.33,0.43
2014-09-06,0.33,0.43
2014-09-07,0.33,0.33
2014-09-08,0.33,0.43
2014-09-09,0.33,0.33
2014-09-10,0.33,0.33
2014-09-11,0.33,0.23
2014-09-12,0.33,0.0
2014-09-13,0.33,0.0
2014-09-14,0.33,0.0
2014-09-15,0.33,0.12
2014-09-16,0.33,0.33
2014-09-17,0.33,0.33
2014-09-18,0.33,0.33
2014-09-19,0.33,0.33
2014-09-20,0.33,0.23
2014-09-21,0.33,0.33
2014-09-22,0.33,0.33
2014-09-23,0.33,0.23
2014-09-24,0.33,6.83
2014-09-25,0.33,3.44
2014-09-26,0.33,1.52
2014-09-27,0.33,1.09
2014-09-28,0.33,0.66
2014-09-29,0.33,0.66
2014-09-30,0.33,0.55
2014-10-01,0.33,0.44
2014-10-02,0.33,0.55
2014-10-03,0.33,0.44
2014-10-04,0.33,0.44
2014-10-05,0.33,0.33
2014-10-06,0.33,0.33
2014-10-07,0.33,0.22
2014-10-08,0.33,0.11
2014-10-09,0.33,0.0
2014-10-10,0.45,0.0
2014-10-11,0.6,0.0
2014-10-12,0.6,0.0
2014-10-13,0.6,0.6
2014-10-14,0.6,0.38
2014-10-15,0.6,0.06
2014-10-16,0.6,0.06
2014-10-17,0.6,0.06
2014-10-18,0.6,0.0
2014-10-19,0.6,0.0
2014-10-20,3.77,0.17
2014-10-21,7.97,0.87
2014-10-22,8.7,6.29
2014-10-23,8.7,2.33
2014-10-24,8.7,1.18
2014-10-25,8.7,0.67
2014-10-26,8.7,0.51
2014-10-27,9.1,0.46
2014-10-28,9.1,0.36
2014-10-29,9.28,1.35
2014-10-30,9.3,1.61
2014-10-31,9.07,1.57
2014-11-01,8.8,1.39
2014-11-02,8.57,1.43
2014-11-03,7.7,1.15
2014-11-04,7.23,1.4
2014-11-05,6.73,1.25
2014-11-06,6.3,1.23
2014-11-07,6.4,1.08
2014-11-08,6.3,0.92
2014-11-09,6.0,0.88
2014-11-10,5.77,0.18
2014-11-11,5.17,0.29
2014-11-12,4.0,0.45
2014-11-13,1.82,0.98
2014-11-14,1.0,1.0
2014-11-15,1.0,1.0
2014-11-16,1.0,1.0
2014-11-17,1.0,1.0
2014-11-18,1.0,1.0
2014-11-19,1.0,1.0
2014-11-20,1.0,1.0
2014-11-21,1.0,1.0
2014-11-22,1.0,1.0
2014-11-23,1.0,1.0
2014-11-24,1.0,1.0
2014-11-25,1.0,1.0
2014-11-26,1.0,1.0
2014-11-27,1.0,1.0
2014-11-28,1.0,1.0
2014-11-29,1.0,1.0
2014-11-30,1.0,1.0
2014-12-01,1.0,1.0
2014-12-02,1.0,1.0
2014-12-03,0.74,0.74
2014-12-04,0.3,0.3
2014-12-05,0.3,0.3
2014-12-06,0.3,0.3
2014-12-07,0.3,0.3
2014-12-08,0.3,0.3
2014-12-09,0.3,0.3
2014-12-10,0.3,0.3
2014-12-11,0.3,0.3
2014-12-12,0.3,0.3
2014-12-13,0.3,0.3
2014-12-14,0.3,0.3
2014-12-15,0.3,0.3
2014-12-16,0.3,0.3
2014-12-17,0.3,0.3
2014-12-18,0.3,0.3
2014-12-19,0.3,0.3
2014-12-20,0.3,0.3
2014-12-21,0.3,0.3
2014-12-22,0.3,0.3
2014-12-23,0.3,0.3
2014-12-24,0.3,0.3
2014-12-25,0.3,0.3
2014-12-26,0.3,0.3
2014-12-27,0.3,0.3
2014-12-28,0.3,0.3
2014-12-29,0.3,0.3
2014-12-30,0.3,0.3
2014-12-31,0.3,0.3
2015-01-01,0.3,0.3
2015-01-02,0.3,0.3
2015-01-03,0.3,0.3
2015-01-04,0.3,0.3
2015-01-05,0.3,0.3
2015-01-06,0.3,0.3
2015-01-07,0.3,0.3
2015-01-08,0.3,0.3
2015-01-09,0.3,0.3
2015-01-10,0.3,0.3
2015-01-11,0.3,0.3
2015-01-12,0.3,0.3
2015-01-13,0.3,0.3
2015-01-14,0.3,0.3
2015-01-15,0.3,0.3
2015-01-16,0.3,0.3
2015-01-17,0.3,0.3
2015-01-18,0.3,0.3
2015-01-19,0.3,0.3
2015-01-20,0.3,0.3
2015-01-21,0.3,0.3
2015-01-22,0.3,0.3
2015-01-23,0.3,0.3
2015-01-24,0.3,0.3
2015-01-25,0.3,0.3
2015-01-26,0.3,0.3
2015-01-27,0.3,0.3
2015-01-28,0.3,0.3
2015-01-29,0.3,0.3
2015-01-30,0.3,0.3
2015-01-31,0.3,0.3
2015-02-01,0.3,0.3
2015-02-02,0.3,0.3
2015-02-03,0.3,0.3
2015-02-04,0.3,0.3
2015-02-05,0.3,0.3
2015-02-06,0.3,0.3
2015-02-07,0.3,0.3
2015-02-08,0.3,0.3
2015-02-09,0.3,0.3
2015-02-10,0.3,0.3
2015-02-11,0.3,0.3
2015-02-12,0.3,0.3
2015-02-13,0.3,0.3
2015-02-14,0.3,0.3
2015-02-15,0.3,0.3
2015-02-16,0.3,0.3
2015-02-17,0.3,0.3
2015-02-18,0.3,0.3
2015-02-19,0.3,0.3
2015-02-20,0.3,0.3
2015-02-21,0.3,0.3
2015-02-22,0.3,0.3
2015-02-23,0.3,0.3
2015-02-24,0.3,0.3
2015-02-25,0.3,0.3
2015-02-26,0.3,0.3
2015-02-27,0.3,0.3
2015-02-28,0.3,0.3
2015-03-01,0.3,0.3
2015-03-02,0.3,0.3
2015-03-03,0.3,0.3
2015-03-04,0.3,0.3
2015-03-05,0.3,0.3
2015-03-06,0.3,0.3
2015-03-07,0.3,0.3
2015-03-08,0.3,0.3
2015-03-09,0.3,0.3
2015-03-10,0.3,0.3
2015-03-11,0.3,0.3
2015-03-12,0.3,0.3
2015-03-13,0.3,0.3
2015-03-14,0.3,0.3
2015-03-15,0.3,0.3
2015-03-16,0.3,0.3
2015-03-17,0.3,0.3
2015-03-18,0.3,0.3
2015-03-19,0.3,0.3
2015-03-20,0.3,0.3
2015-03-21,0.3,0.3
2015-03-22,0.3,0.3
2015-03-23,0.3,0.3
2015-03-24,0.3,0.3
2015-03-25,0.3,0.3
2015-03-26,0.3,0.3
2015-03-27,0.3,0.3
2015-03-28,0.3,0.3
2015-03-29,0.3,0.3
2015-03-30,0.3,0.3
2015-03-31,0.3,0.3
2015-04-01,0.3,0.3
2015-04-02,0.3,0.3
2015-04-03,0.3,0.3
2015-04-04,0.3,0.3
2015-04-05,0.3,0.3
2015-04-06,0.3,0.3
2015-04-07,0.3,0.3
2015-04-08,0.3,0.3
2015-04-09,0.3,0.3
2015-04-10,0.3,0.3
2015-04-11,0.3,0.3
2015-04-12,0.3,0.3
2015-04-13,0.3,0.3
2015-04-14,0.3,0.3
2015-04-15,0.3,0.3
2015-04-16,0.3,0.3
2015-04-17,0.3,0.3
2015-04-18,0.3,0.3
2015-04-19,0.3,0.3
2015-04-20,0.3,0.3
2015-04-21,0.3,0.3
2015-04-22,0.3,0.3
2015-04-23,0.3,0.3
2015-04-24,0.3,0.3
2015-04-25,0.3,0.3
2015-04-26,0.3,0.3
2015-04-27,0.3,0.3
2015-04-28,0.3,0.3
2015-04-29,0.3,0.3
2015-04-30,0.3,0.3
2015-05-01,0.3,0.3
2015-05-02,0.3,0.3
2015-05-03,0.3,0.3
2015-05-04,0.3,0.3
2015-05-05,0.3,0.3
2015-05-06,0.3,0.3
2015-05-07,0.3,0.3
2015-05-08,0.3,0.3
2015-05-09,0.3,0.3
2015-05-10,0.3,0.3
2015-05-11,0.3,0.3
2015-05-12,0.3,0.3
2015-05-13,0.3,0.3
2015-05-14,0.3,0.3
2015-05-15,0.3,0.3
2015-05-16,0.3,0.3
2015-05-17,0.3,0.3
2015-05-18,0.3,0.3
2015-05-19,0.3,0.3
2015-05-20,0.3,0.3
2015-05-21,0.3,0.3
2015-05-22,0.3,0.3
2015-05-23,0.3,0.3
2015-05-24,0.3,0.3
2015-05-25,0.3,0.3
2015-05-26,0.3,0.3
2015-05-27,0.3,0.3
2015-05-28,0.3,0.3
2015-05-29,0.3,0.3
2015-05-30,0.3,0.3
2015-05-31,0.3,0.3
2015-06-01,0.3,0.3
2015-06-02,0.3,0.3
2015-06-03,0.3,0.3
2015-06-04,0.3,0.3
2015-06-05,0.3,0.3
2015-06-06,0.3,0.3
2015-06-07,0.3,0.3
2015-06-08,0.3,0.3
2015-06-09,0.3,0.3
2015-06-10,0.3,0.3
2015-06-11,0.3,0.3
2015-06-12,0.3,0.3
2015-06-13,0.3,0.3
2015-06-14,0.3,0.3
2015-06-15,0.3,0.3
2015-06-16,0.3,0.3
2015-06-17,0.3,0.3
2015-06-18,0.3,0.3
2015-06-19,0.3,0.3
2015-06-20,0.3,0.3
2015-06-21,0.3,0.3
2015-06-22,0.3,0.3
2015-06-23,0.3,0.3
2015-06-24,0.3,0.3
2015-06-25,0.3,0.3
2015-06-26,0.3,0.3
2015-06-27,0.3,0.3
2015-06-28,0.3,0.3
2015-06-29,0.3,0.3
2015-06-30,0.3,0.3
2015-07-01,0.3,0.3
2015-07-02,0.3,0.3
2015-07-03,0.3,0.3
2015-07-04,0.3,0.3
2015-07-05,0.3,0.3
2015-07-06,0.3,0.3
2015-07-07,0.3,0.3
2015-07-08,0.3,0.3
2015-07-09,0.3,0.3
2015-07-10,0.3,0.3
2015-07-11,0.3,0.3
2015-07-12,0.3,0.3
2015-07-13,0.3,0.3
2015-07-14,0.3,0.3
2015-07-15,0.3,0.3
2015-07-16,0.3,0.3
2015-07-17,0.3,0.3
2015-07-18,0.3,0.3
2015-07-19,0.3,0.3
2015-07-20,0.3,0.3
2015-07-21,0.24,0.24
2015-07-22,0.07,0.07
2015-07-23,0.07,0.07
2015-07-24,0.07,0.07
2015-07-25,0.07,0.07
2015-07-26,0.07,0.07
2015-07-27,0.07,0.07
2015-07-28,0.07,0.07
2015-07-29,0.07,0.07
2015-07-30,0.07,0.07
2015-07-31,0.07,0.07
2015-08-01,0.07,0.07
2015-08-02,0.07,0.07
2015-08-03,0.07,0.07
2015-08-04,0.07,0.07
2015-08-05,0.07,0.07
2015-08-06,0.07,0.07
2015-08-07,0.07,0.07
2015-08-08,0.07,0.07
2015-08-09,0.07,0.07
2015-08-10,0.07,0.07
2015-08-11,0.07,0.07
2015-08-12,0.07,0.07
2015-08-13,0.07,0.07
2015-08-14,0.07,0.07
2015-08-15,0.07,0.07
2015-08-16,0.07,0.07
2015-08-17,0.07,0.07
2015-08-18,0.07,0.07
2015-08-19,0.07,0.07
2015-08-20,0.07,0.07
2015-08-21,0.07,0.07
2015-08-22,0.07,0.07
2015-08-23,0.07,0.07
2015-08-24,0.07,0.07
2015-08-25,0.07,8.65
2015-08-26,0.07,8.3
2015-08-27,0.07,1.71
2015-08-28,0.07,0.83
2015-08-29,0.07,0.53
2015-08-30,0.07,0.36
2015-08-31,0.07,0.11
2015-09-01,0.07,0.03
2015-09-02,0.07,0.57
2015-09-03,0.07,4.4
2015-09-04,0.07,1.63
2015-09-05,0.07,0.83
2015-09-06,0.07,0.63
2015-09-07,0.07,0.46
2015-09-08,0.07,0.29
2015-09-09,0.07,0.2
2015-09-10,0.07,0.24
2015-09-11,0.07,0.2
2015-09-12,0.07,0.16
2015-09-13,0.07,0.16
2015-09-14,0.07,0.11
2015-09-15,0.07,0.11
2015-09-16,0.07,0.11
2015-09-17,0.07,0.2
2015-09-18,0.07,0.16
2015-09-19,0.07,0.11
2015-09-20,0.07,0.11
2015-09-21,0.07,0.07
2015-09-22,0.07,0.11
2015-09-23,0.07,0.03
2015-09-24,0.07,0.11
2015-09-25,0.07,0.07
2015-09-26,0.07,0.11
2015-09-27,0.07,0.07
2015-09-28,0.07,0.07
2015-09-29,0.07,0.07
2015-09-30,0.07,0.07
2015-10-01,0.07,0.43
2015-10-02,0.07,0.34
2015-10-03,0.07,0.21
2015-10-04,0.07,0.16
2015-10-05,0.07,0.12
2015-10-06,0.07,0.12
2015-10-07,0.08,0.13
2015-10-08,0.07,0.12
2015-10-09,0.07,0.07
2015-10-10,0.07,0.12
2015-10-11,0.07,0.12
2015-10-12,0.14,0.1
2015-10-13,0.07,0.07
2015-10-14,0.07,0.0
2015-10-15,0.61,0.0
2015-10-16,0.3,0.0
2015-10-17,0.0,0.0
2015-10-18,0.0,0.0
2015-10-19,0.0,0.0
2015-10-20,0.04,0.0
2015-10-21,0.07,0.07
2015-10-22,0.07,0.07
2015-10-23,0.07,0.07
2015-10-24,0.07,0.07
2015-10-25,0.07,0.07
2015-10-26,0.07,0.07
2015-10-27,0.07,0.11
2015-10-28,0.07,0.07
2015-10-29,0.07,0.07
2015-10-30,0.07,0.07
2015-10-31,0.07,0.03
2015-11-01,0.07,0.07
2015-11-02,0.07,0.03
2015-11-03,0.07,0.07
2015-11-04,0.07,0.07
2015-11-05,0.07,0.07
2015-11-06,0.07,0.07
2015-11-07,0.07,0.11
2015-11-08,0.07,0.29
2015-11-09,0.07,0.29
2015-11-10,0.07,0.25
2015-11-11,0.07,0.2
2015-11-12,0.07,0.25
2015-11-13,0.07,0.52
2015-11-14,0.07,1.26
2015-11-15,0.07,0.82
2015-11-16,0.07,0.59
2015-11-17,0.07,0.69
2015-11-18,0.07,1.04
2015-11-19,0.07,1.7
2015-11-20,0.07,1.18
2015-11-21,0.08,0.74
2015-11-22,0.08,0.59
2015-11-23,0.08,0.49
2015-11-24,0.08,0.39
2015-11-25,0.08,0.39
2015-11-26,0.07,0.28
2015-11-27,0.07,0.23
2015-11-28,0.07,0.23
2015-11-29,0.07,0.18
2015-11-30,0.07,0.23
2015-12-01,0.07,0.18
2015-12-02,0.07,0.23
2015-12-03,0.07,0.18
2015-12-04,0.07,0.18
2015-12-05,0.07,0.12
2015-12-06,0.07,0.12
2015-12-07,0.07,0.12
2015-12-08,0.07,0.18
2015-12-09,0.07,0.07
2015-12-10,0.07,0.23
2015-12-11,0.07,0.55
2015-12-12,0.07,0.66
2015-12-13,0.07,0.51
2015-12-14,0.07,0.45
2015-12-15,0.07,0.51
2015-12-16,0.07,0.4
2015-12-17,0.07,0.4
2015-12-18,0.07,0.29
2015-12-19,0.07,0.35
2015-12-20,0.07,0.24
2015-12-21,0.07,0.29
2015-12-22,0.07,0.24
2015-12-23,0.07,0.24
2015-12-24,0.07,0.24
2015-12-25,0.07,0.18
2015-12-26,0.07,0.18
2015-12-27,0.07,0.18
2015-12-28,0.07,0.13
2015-12-29,0.07,0.18
2015-12-30,0.07,0.13
2015-12-31,0.07,0.13
2016-01-01,,0.13
2016-01-02,,0.13
2016-01-03,,0.13
2016-01-04,,0.13
2016-01-05,,0.13
2016-01-06,,0.13
2016-01-07,,0.13
2016-01-08,0.07,0.07
2016-01-09,0.07,0.13
2016-01-10,0.07,0.07
2016-01-11,0.07,0.13
2016-01-12,0.07,0.07
2016-01-13,0.07,0.13
2016-01-14,0.07,0.07
2016-01-15,0.07,0.07
2016-01-16,0.07,0.07
2016-01-17,0.07,0.07
2016-01-18,0.07,0.19
2016-01-19,0.07,0.01
2016-01-20,0.07,0.07
2016-01-21,0.07,0.07
2016-01-22,0.07,0.07
2016-01-23,0.07,0.07
2016-01-24,0.07,0.07
2016-01-25,0.07,0.07
2016-01-26,0.07,0.07
2016-01-27,0.07,0.07
2016-01-28,0.07,0.07
2016-01-29,0.07,0.13
2016-01-30,0.07,0.07
2016-01-31,0.07,0.13
2016-02-01,0.07,0.13
2016-02-02,0.07,0.07
2016-02-03,0.07,0.07
2016-02-04,0.15,0.09
2016-02-05,0.31,0.0
2016-02-06,0.2,0.0
2016-02-07,0.2,0.0
2016-02-08,0.2,0.0
2016-02-09,0.2,0.0
2016-02-10,0.2,0.0
2016-02-11,0.15,0.0
2016-02-12,0.07,0.13
2016-02-13,0.07,0.35
2016-02-14,0.07,0.98
2016-02-15,0.07,0.59
2016-02-16,0.07,0.42
2016-02-17,0.07,0.3
2016-02-18,0.07,0.24
2016-02-19,0.07,0.19
2016-02-20,0.07,0.19
2016-02-21,0.07,0.13
2016-02-22,0.07,0.07
2016-02-23,0.07,0.13
2016-02-24,0.07,0.07
2016-02-25,0.07,0.13
2016-02-26,0.07,0.07
2016-02-27,0.07,0.07
2016-02-28,0.07,0.13
2016-02-29,0.07,0.07
2016-03-01,0.07,0.07
2016-03-02,0.07,0.07
2016-03-03,0.07,0.07
2016-03-04,0.07,0.07
2016-03-05,0.07,0.3
2016-03-06,0.07,4.68
2016-03-07,0.07,2.24
2016-03-08,0.07,1.27
2016-03-09,0.07,0.9
2016-03-10,0.07,0.65
2016-03-11,0.13,0.59
2016-03-12,0.07,0.39
2016-03-13,0.07,0.33
2016-03-14,0.07,0.2
2016-03-15,0.07,0.27
2016-03-16,0.07,0.2
2016-03-17,0.07,0.14
2016-03-18,0.07,0.27
2016-03-19,0.07,0.27
2016-03-20,0.07,0.27
2016-03-21,0.07,0.27
2016-03-22,0.07,0.27
2016-03-23,0.07,0.2
2016-03-24,0.07,0.27
2016-03-25,0.07,0.2
2016-03-26,0.07,0.2
2016-03-27,0.07,0.14
2016-03-28,0.07,0.2
2016-03-29,0.07,0.14
2016-03-30,0.07,0.14
2016-03-31,0.07,0.14
2016-04-01,0.07,0.07
2016-04-02,0.07,0.14
2016-04-03,0.07,0.27
2016-04-04,0.07,0.67
2016-04-05,0.07,0.74
2016-04-06,0.07,0.61
2016-04-07,0.07,5.46
2016-04-08,0.07,3.22
2016-04-09,0.07,1.6
2016-04-10,0.07,1.1
2016-04-11,0.07,0.74
2016-04-12,0.07,0.52
2016-04-13,0.07,0.67
2016-04-14,0.07,0.74
2016-04-15,0.07,0.6
2016-04-16,0.07,0.75
2016-04-17,0.07,2.82
2016-04-18,0.07,2.09
2016-04-19,0.07,1.25
2016-04-20,0.07,0.94
2016-04-21,0.07,2.79
2016-04-22,0.12,3.46
2016-04-23,0.16,1.9
2016-04-24,0.16,1.16
2016-04-25,0.15,0.82
2016-04-26,0.15,0.57
2016-04-27,0.09,1.02
2016-04-28,0.06,3.31
2016-04-29,0.06,1.97
2016-04-30,0.06,1.2
2016-05-01,0.06,0.76
2016-05-02,0.12,0.65
2016-05-03,0.16,0.77
2016-05-04,0.16,0.6
2016-05-05,0.16,0.6
2016-05-06,0.16,0.42
2016-05-07,0.16,0.33
2016-05-08,0.16,0.24
2016-05-09,0.25,0.25
2016-05-10,0.3,0.48
2016-05-11,0.29,0.74
2016-05-12,0.28,0.73
2016-05-13,0.27,0.54
2016-05-14,0.27,0.45
2016-05-15,0.27,0.36
2016-05-16,0.27,0.72
2016-05-17,0.27,0.63
2016-05-18,0.27,0.45
2016-05-19,0.27,0.36
2016-05-20,0.27,0.27
2016-05-21,0.27,0.27
2016-05-22,0.27,0.18
2016-05-23,0.27,0.0
2016-05-24,0.27,0.27
2016-05-25,0.27,0.18
2016-05-26,0.27,0.18
2016-05-27,0.27,0.09
2016-05-28,0.27,0.0
2016-05-29,0.27,0.09
2016-05-30,0.27,0.0
2016-05-31,0.27,0.0
2016-06-01,0.27,0.0
2016-06-02,0.26,0.0
2016-06-03,0.26,0.0
2016-06-04,0.26,0.0
2016-06-05,0.26,0.0
2016-06-06,0.26,0.0
2016-06-07,0.26,0.08
2016-06-08,0.25,0.0
2016-06-09,0.32,0.0
2016-06-10,0.36,0.1
2016-06-11,0.36,0.01
2016-06-12,0.36,0.18
2016-06-13,0.36,0.18
2016-06-14,0.24,0.07
2016-06-15,0.18,0.0
2016-06-16,0.18,0.09
2016-06-17,0.28,0.01
2016-06-18,0.32,0.05
2016-06-19,0.32,0.05
2016-06-20,0.31,0.0
2016-06-21,0.31,0.05
2016-06-22,0.31,0.0
2016-06-23,0.31,0.0
2016-06-24,0.22,0.13
2016-06-25,0.17,0.0
2016-06-26,0.17,0.0
2016-06-27,0.25,0.0
2016-06-28,0.3,0.0
2016-06-29,0.3,0.0
2016-06-30,0.3,0.0
2016-07-01,0.21,0.3
2016-07-02,0.06,1.88
2016-07-03,0.06,0.76
2016-07-04,0.06,2.17
2016-07-05,0.06,2.64
2016-07-06,0.06,19.21
2016-07-07,0.06,15.14
2016-07-08,0.06,4.12
2016-07-09,0.06,1.64
2016-07-10,0.06,0.8
2016-07-11,0.06,0.48
2016-07-12,0.06,0.27
2016-07-13,0.06,0.27
2016-07-14,0.23,0.34
2016-07-15,0.31,0.0
2016-07-16,0.18,0.18
2016-07-17,0.26,0.26
2016-07-18,0.31,0.09
2016-07-19,0.19,0.09
2016-07-20,0.19,0.0
2016-07-21,0.22,0.11
2016-07-22,0.21,0.0
2016-07-23,0.2,0.0
2016-07-24,0.2,0.0
2016-07-25,0.33,0.01
2016-07-26,0.37,0.06
2016-07-27,0.37,0.0
2016-07-28,0.36,0.05
2016-07-29,0.36,0.0
2016-07-30,0.36,0.15
2016-07-31,0.36,0.0
2016-08-01,0.36,0.05
2016-08-02,0.36,0.0
2016-08-03,0.25,0.88
2016-08-04,0.07,0.49
2016-08-05,0.16,0.37
2016-08-06,0.35,0.24
2016-08-07,0.35,0.03
2016-08-08,0.35,0.03
2016-08-09,0.35,0.03
2016-08-10,0.35,0.03
2016-08-11,0.34,0.03
2016-08-12,0.34,0.03
2016-08-13,0.34,0.0
2016-08-14,0.34,0.03
2016-08-15,0.34,0.0
2016-08-16,0.34,0.13
2016-08-17,0.34,0.0
2016-08-18,0.33,0.02
2016-08-19,0.34,0.0
2016-08-20,0.34,0.0
2016-08-21,0.34,0.03
2016-08-22,0.34,0.0
2016-08-23,0.33,0.0
2016-08-24,0.32,0.02
2016-08-25,0.31,0.0
2016-08-26,0.31,0.0
2016-08-27,0.31,0.0
2016-08-28,0.31,0.41
2016-08-29,0.3,0.51
2016-08-30,0.3,0.0
2016-08-31,0.3,0.0
2016-09-01,0.22,0.02
2016-09-02,0.12,0.73
2016-09-03,0.06,15.13
2016-09-04,0.06,4.3
2016-09-05,0.06,1.93
2016-09-06,0.06,1.27
2016-09-07,0.22,0.77
2016-09-08,0.15,2.94
2016-09-09,0.07,1.42
2016-09-10,0.07,0.75
2016-09-11,0.07,0.52
2016-09-12,0.07,0.52
2016-09-13,0.07,0.41
2016-09-14,0.07,0.3
2016-09-15,0.07,0.18
2016-09-16,0.07,0.18
2016-09-17,0.07,30.28
2016-09-18,0.07,9.4
2016-09-19,0.07,3.32
2016-09-20,0.07,1.51
2016-09-21,0.07,0.99
2016-09-22,0.07,0.47
2016-09-23,0.08,0.21
2016-09-24,0.04,0.3
2016-09-25,0.06,0.19
2016-09-26,0.23,0.36
2016-09-27,0.2,0.2
2016-09-28,0.39,0.52
2016-09-29,0.6,0.34
2016-09-30,0.59,0.59
2016-10-01,0.34,0.21
2016-10-02,0.07,0.0
2016-10-03,0.07,0.07
2016-10-04,0.39,0.0
2016-10-05,0.63,9.7
2016-10-06,0.57,5.06
2016-10-07,0.39,2.17
2016-10-08,0.39,6.77
2016-10-09,0.38,3.47
2016-10-10,0.47,1.74
2016-10-11,0.32,1.03
2016-10-12,0.2,0.63
2016-10-13,0.46,0.46
2016-10-14,0.47,0.47
2016-10-15,0.47,0.19
2016-10-16,0.47,0.19
2016-10-17,0.47,0.47
2016-10-18,0.47,0.47
2016-10-19,0.47,0.33
2016-10-20,0.38,0.1
2016-10-21,0.23,0.23
2016-10-22,0.42,0.13
2016-10-23,0.42,0.14
2016-10-24,0.32,0.18
2016-10-25,0.43,0.15
2016-10-26,0.43,0.15
2016-10-27,0.41,0.0
2016-10-28,0.42,0.28
2016-10-29,0.42,0.14
2016-10-30,0.41,0.13
2016-10-31,0.41,0.13
2016-11-01,0.45,0.03
2016-11-02,0.49,0.07
2016-11-03,0.49,0.21
2016-11-04,0.49,0.07
2016-11-05,0.49,0.07
2016-11-06,0.49,0.07
2016-11-07,0.49,0.07
2016-11-08,0.49,0.07
2016-11-09,0.48,0.06
2016-11-10,0.48,0.0
2016-11-11,0.49,0.07
2016-11-12,0.49,0.07
2016-11-13,0.49,0.0
2016-11-14,0.49,0.08
2016-11-15,0.49,0.08
2016-11-16,0.48,0.07
2016-11-17,0.48,0.0
2016-11-18,0.48,0.07
2016-11-19,0.48,0.21
2016-11-20,0.47,0.06
2016-11-21,0.48,0.07
2016-11-22,0.48,0.0
2016-11-23,0.48,0.07
2016-11-24,0.47,0.0
2016-11-25,0.47,0.06
2016-11-26,0.47,0.06
2016-11-27,0.47,0.06
2016-11-28,0.5,0.0
2016-11-29,0.51,0.0
2016-11-30,0.51,0.1
2016-12-01,0.51,0.0
2016-12-02,0.31,0.04
2016-12-03,0.0,0.0
2016-12-04,0.0,0.0
2016-12-05,0.29,0.02
2016-12-06,0.46,0.05
2016-12-07,0.53,0.0
2016-12-08,0.59,0.05
2016-12-09,0.48,0.0
2016-12-10,0.47,0.07
2016-12-11,0.47,0.0
2016-12-12,0.47,0.07
2016-12-13,0.47,0.0
2016-12-14,0.47,0.07
2016-12-15,0.47,0.0
2016-12-16,0.46,0.0
2016-12-17,0.47,0.07
2016-12-18,0.47,0.0
2016-12-19,0.47,0.07
2016-12-20,0.47,0.07
2016-12-21,0.47,0.07
2016-12-22,0.47,2.06
2016-12-23,0.53,1.46
2016-12-24,0.68,0.81
2016-12-25,0.69,0.69
2016-12-26,0.69,0.69
2016-12-27,0.69,1.63
2016-12-28,0.68,1.22
2016-12-29,0.68,0.95
2016-12-30,0.68,0.68
2016-12-31,0.68,0.55
2017-01-01,0.68,0.41
2017-01-02,0.68,0.28
2017-01-03,0.69,0.42
2017-01-04,0.68,0.15
2017-01-05,0.68,0.28
2017-01-06,0.68,0.15
2017-01-07,0.68,0.28
2017-01-08,0.68,0.15
2017-01-09,0.67,0.14
2017-01-10,0.69,0.03
2017-01-11,0.68,0.15
2017-01-12,0.68,0.02
2017-01-13,0.68,0.15
2017-01-14,0.68,0.02
2017-01-15,0.67,0.01
2017-01-16,0.67,0.15
2017-01-17,0.68,0.02
2017-01-18,0.67,0.02
2017-01-19,0.67,0.15
2017-01-20,0.67,0.02
2017-01-21,0.67,0.02
2017-01-22,0.67,0.02
2017-01-23,0.67,0.02
2017-01-24,0.67,0.02
2017-01-25,0.66,0.15
2017-01-26,0.67,0.02
2017-01-27,0.67,0.03
2017-01-28,0.67,0.03
2017-01-29,0.67,0.03
2017-01-30,0.67,0.03
2017-01-31,0.66,0.02
2017-02-01,0.66,0.02
2017-02-02,0.66,0.03
